"id","description","type","fleetId","make","model","year","registrationNumber","vinSerialId","companyId","status","createdAt","updatedAt","siteId","engineCapacity","loadingCarryingCapacityTonnes","fuelConsumptionUnit","fuelConsumption","locationOtherText","location","millingSiteId","lastAssessedAt","crushingSiteId"
cmi8fy7zh001nskgh7xjil4bu,,,"1MMX67",,,,,,,AVAILABLE,2025-11-21 05:50:12.462,2025-11-21 05:50:12.462,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8a1006xskgheagwvi0u,,,"2EGD232",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80e002eskghg042c492,,,"2ASZ93",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy7zh001fskghg39eu0dn,,,"1MMX53",,,,,,,AVAILABLE,2025-11-21 05:50:12.461,2025-11-21 05:50:12.461,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ax0073skghn9el2gzj,,,"2TLF262",,,,,,,AVAILABLE,2025-11-21 05:50:12.873,2025-11-21 05:50:12.873,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kq00csskgh474vf85g,,,"1MMX477",,,,,,,AVAILABLE,2025-11-21 05:50:13.226,2025-11-21 05:50:13.226,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kp00ciskghge5cn75d,,,"3MMQ457",,,,,,,AVAILABLE,2025-11-21 05:50:13.226,2025-11-21 05:50:13.226,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8j000buskghqc1r929y,,,"3MMX435",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8i800b7skghzgd6xt3z,,,"3MMX411",,,,,,,AVAILABLE,2025-11-21 05:50:13.137,2025-11-21 05:50:13.137,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8i900bcskgh0azq1abc,,,"3MMX423",,,,,,,AVAILABLE,2025-11-21 05:50:13.137,2025-11-21 05:50:13.137,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8gu00arskghx6vdw2dt,,,"3MMX406",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8e40094skghfhlxh864,,,"1MMM315",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fv009rskghj7me7mtq,,,"2LLT356",,,,,,,AVAILABLE,2025-11-21 05:50:13.052,2025-11-21 05:50:13.052,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8f2009oskgh74hnqkbv,,,"1MMM318",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8da008gskghypzs99hk,,,"2MAP311",,,,,,,AVAILABLE,2025-11-21 05:50:12.959,2025-11-21 05:50:12.959,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8cd0087skgh2borxk56,,,"1MMM269",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bn007kskghouitvkom,,,"1MMP263",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bs007rskghzhmb1t2o,,,"1MMM280",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ax0076skgh8wd5udrf,,,"1MMM270",,,,,,,AVAILABLE,2025-11-21 05:50:12.873,2025-11-21 05:50:12.873,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ax006zskghm7v3d80b,,,"2PAG256",,,,,,,AVAILABLE,2025-11-21 05:50:12.873,2025-11-21 05:50:12.873,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy899006cskgh0798u5qe,,,"2EGZ229",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88i005sskghirf2f2vo,,,"1MMP218",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy89h006pskgh87z2xhx8,,,"2SCB246",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8980069skghbzvjr9rg,,,"2WTP238",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8a1006uskgh0ko0xoxr,,,"2MLC216",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86p0050skghql2ae1m2,,,"2VST193",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy86w005bskghiynvty4m,,,"2EGW199",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88i005mskghnksc573z,,,"1MMP206",,,,,,,AVAILABLE,2025-11-21 05:50:12.786,2025-11-21 05:50:12.786,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy87n005hskgh0li4ayyu,,,"2TIT178",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy82z003wskgh79pdwhv8,,,"2EST116",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy830003xskght5mepfny,,,"2EGT131",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8210039skgh06267fjw,,,"2EGZ135",,,,,,,AVAILABLE,2025-11-21 05:50:12.553,2025-11-21 05:50:12.553,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy85x004fskghfyr7zdrf,,,"2RAH167",,,,,,,AVAILABLE,2025-11-21 05:50:12.693,2025-11-21 05:50:12.693,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80e002gskghzyb7kjne,,,"2CRB96",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80e002bskghzn9kwakj,,,"1MMX69",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy7zh001pskghtdmvb9p3,,,"1MMX71",,,,,,,AVAILABLE,2025-11-21 05:50:12.462,2025-11-21 05:50:12.462,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80e0028skghhaj437wi,,,"1MMJ82",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8j500c3skgh1ml53gd8,,,"3MMX420",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8wo00jiskghyupt5vc0,,GRADER,"2ESG712",CAT 140 H,CAT 140 H,,,HEXZH00792,cmid6yjrc000jjv0288g2ibzo,AVAILABLE,2025-11-21 05:50:13.657,2025-12-17 10:19:17.253,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,AMATOLA,,,
cmi8fy8hg00b2skghad3mxy8m,,,"1MMM372",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8e5009eskghmtw14c7o,,,"2PAZ351",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8jw00chskghyls5vyhu,,,"3MMX429",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy7xt0013skghag79ey6x,,,"1MMS44",,,,,,,AVAILABLE,2025-11-21 05:50:12.041,2025-11-21 05:50:12.041,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8db008uskght2wmygss,,,"2KCT340",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fw00a7skghxmr015yx,,,"3MMX393",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80a0021skghpue9my8w,,,"1MMX60",,,,,,,AVAILABLE,2025-11-21 05:50:12.462,2025-11-21 05:50:12.462,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8nv00elskghhmu91wwi,,,"2SCB550",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n400dyskgh62yuyi49,,,"2MLZ512",,,,,,,AVAILABLE,2025-11-21 05:50:13.312,2025-11-21 05:50:13.312,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8j800c9skghwd74fr7v,,,"3MMQ453",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8i900beskghszpj9wd0,,,"3MMX431",,,,,,,AVAILABLE,2025-11-21 05:50:13.137,2025-11-21 05:50:13.137,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fw00a4skgh9wtitg46,,,"3MMX388",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8gz00auskghjanp80pi,,,"2MIT371",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ed009hskghctrkuq8f,,,"2AAT353",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8fw009yskghjpl6153c,,,"1MMX373",,,,,,,AVAILABLE,2025-11-21 05:50:13.052,2025-11-21 05:50:13.052,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8da008kskghg6pc95eg,,,"2EGC319",,,,,,,AVAILABLE,2025-11-21 05:50:12.959,2025-11-21 05:50:12.959,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ew009iskghpxzc0vn3,,,"2LLT355",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8e5009dskghntl2n0ev,,,"2AAT350",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8db008qskghwxh8xadx,,,"2PAL336",,,,,,,AVAILABLE,2025-11-21 05:50:12.959,2025-11-21 05:50:12.959,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8by0083skghzd2dx5kh,,,"1MMM290",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8e2008xskgh3kajcoe8,,,"2GCT323",,,,,,,AVAILABLE,2025-11-21 05:50:12.960,2025-11-21 05:50:12.960,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ax0075skghhrv09u61,,,"1MMM266",,,,,,,AVAILABLE,2025-11-21 05:50:12.873,2025-11-21 05:50:12.873,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bn007lskgh0fsy33pf,,,"1MMM291",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8da008jskghpaekxg5p,,,"2GCT322",,,,,,,AVAILABLE,2025-11-21 05:50:12.959,2025-11-21 05:50:12.959,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8bv0082skghwe6g2aew,,,"1MMM302",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ax007bskghvo4s5wv1,,,"1MMM283",,,,,,,AVAILABLE,2025-11-21 05:50:12.874,2025-11-21 05:50:12.874,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy89v006qskgh65i2yd1f,,,"1MMX250",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy85y004pskghg15fv0he,,,"2SDT176",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8970066skghey6i5r67,,,"2PAA236",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8cb0084skghascspzn4,,,"1MMM303",,,,,,,AVAILABLE,2025-11-21 05:50:12.875,2025-11-21 05:50:12.875,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy82y003oskghcugc2c2e,,,"2EGZ136",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy87a005cskghtxbsdy0o,,,"2EGL200",,,,,,,AVAILABLE,2025-11-21 05:50:12.694,2025-11-21 05:50:12.694,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy89e006jskgh71kfem5k,,,"2LRT240",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88i005qskgho10xcwqa,,,"1MMP217",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy88i005xskghu6ynwz95,,,"2RAL219",,,,,,,AVAILABLE,2025-11-21 05:50:12.787,2025-11-21 05:50:12.787,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy82y003uskghcya75g54,,,"2EST115",,,,,,,AVAILABLE,2025-11-21 05:50:12.554,2025-11-21 05:50:12.554,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80e002hskgh9ge4gtfj,,,"1MMX73",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8v700ivskghka0iapw1,,,"2MLT702",,,,,,,AVAILABLE,2025-11-21 05:50:13.572,2025-11-21 05:50:13.572,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ub00igskghk12dhg6z,,,"2KCT693",,,,,,,AVAILABLE,2025-11-21 05:50:13.571,2025-11-21 05:50:13.571,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8s000h0skghtdqxsuj4,,,"2PAZ636",,,,,,,AVAILABLE,2025-11-21 05:50:13.488,2025-11-21 05:50:13.488,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8qc00gcskghz00fys1o,,,"2PAZ576",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8sv00hqskghz5adyd1k,,,"2EGC633",,,,,,,AVAILABLE,2025-11-21 05:50:13.489,2025-11-21 05:50:13.489,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8s000h4skghan735j9w,,,"2RUZ637",,,,,,,AVAILABLE,2025-11-21 05:50:13.488,2025-11-21 05:50:13.488,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8o100etskghglfavuli,,,"2RAL554",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8qc00g9skghmv35l3dx,,,"2RAZ602",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8pi00foskghk318wyek,,,"2DNZ593",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8m700dtskgheugpos26,,,"2PAT471",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8lg00d6skghpyd915w5,,,"3MMQ461",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kp00cpskghaveulxdy,,,"2RAL467",,,,,,,AVAILABLE,2025-11-21 05:50:13.226,2025-11-21 05:50:13.226,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8i900bdskghxw5qrci6,,,"3MMX419",,,,,,,AVAILABLE,2025-11-21 05:50:13.137,2025-11-21 05:50:13.137,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8j500c2skghbvqzwuah,,,"3MMX426",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8sv00hnskghpfwab1ct,,,"2WTP654",,,,,,,AVAILABLE,2025-11-21 05:50:13.489,2025-11-21 05:50:13.489,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8om00f7skghfebz1w2b,,,"2MLT543",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy80f002jskghve4xqfj4,,,"2CCS99",,,,,,,AVAILABLE,2025-11-21 05:50:12.463,2025-11-21 05:50:12.463,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ub00idskgh0ntbp6v1,,,"2TMT688",,,,,,,AVAILABLE,2025-11-21 05:50:13.571,2025-11-21 05:50:13.571,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8pi00fcskghz7lvyc1j,,,"2KHT560",,,,,,,AVAILABLE,2025-11-21 05:50:13.398,2025-11-21 05:50:13.398,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n500edskghbwo3s3u0,,,"2EGH541",,,,,,,AVAILABLE,2025-11-21 05:50:13.313,2025-11-21 05:50:13.313,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8200030skghb1ma4ao0,,,"2EST114",,,,,,,AVAILABLE,2025-11-21 05:50:12.553,2025-11-21 05:50:12.553,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8210035skghlpjw49um,,,"2EGT129",,,,,,,AVAILABLE,2025-11-21 05:50:12.553,2025-11-21 05:50:12.553,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8qc00geskghkev2z0cw,,,"2WTP605",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8pj00ftskghtlsr64z9,,,"2PAZ595",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ny00eqskgh8rctnmmk,,,"2NTP552",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8oj00f3skgh34y21li3,,,"2BRS519",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8oo00f9skghf5his5l9,,,"2PAL530",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8qi00gfskghmbvb8dil,,,"1MMM606",,,,,,,AVAILABLE,2025-11-21 05:50:13.399,2025-11-21 05:50:13.399,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8o400f1skghhivmnrvf,,,"2PAL528",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8pi00fiskghgmt5srji,,,"2UCT582",,,,,,,AVAILABLE,2025-11-21 05:50:13.398,2025-11-21 05:50:13.398,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n400e2skghcgruz9pw,,,"2RAT523",,,,,,,AVAILABLE,2025-11-21 05:50:13.313,2025-11-21 05:50:13.313,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n400e5skghuf7cy2nw,,,"2PAZ527",,,,,,,AVAILABLE,2025-11-21 05:50:13.313,2025-11-21 05:50:13.313,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n400dzskghdyuqj7fn,,,"2MLJ510",,,,,,,AVAILABLE,2025-11-21 05:50:13.312,2025-11-21 05:50:13.312,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8n400e4skghn2u757wk,,,"2LRT522",,,,,,,AVAILABLE,2025-11-21 05:50:13.313,2025-11-21 05:50:13.313,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8lf00d3skghqurrslm9,,,"1MMY495",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ju00ceskghrdsiinfo,,,"3MMX422",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kp00cqskgh41lz6b8p,,,"2PAT470",,,,,,,AVAILABLE,2025-11-21 05:50:13.226,2025-11-21 05:50:13.226,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8nu00eiskghoft55je3,,,"2PAT547",,,,,,,AVAILABLE,2025-11-21 05:50:13.314,2025-11-21 05:50:13.314,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8ix00bpskghfkc0m49x,,,"3MMX434",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8i800b4skghu0rqodel,,,"3MMX407",,,,,,,AVAILABLE,2025-11-21 05:50:13.137,2025-11-21 05:50:13.137,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8j000btskghv0bue39t,,,"3MMX441",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8lg00d7skghgb4elxwx,,,"2PAZ465",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kq00czskghoz2n3ovk,,,"2KHT490",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8m200doskghgchnprg8,,,"2KPT479",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8kp00clskghyf7pqcpf,,,"2MLS464",,,,,,,AVAILABLE,2025-11-21 05:50:13.226,2025-11-21 05:50:13.226,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8gn00adskghb9fwkluy,,,"3MMX384",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8jm00caskghq9356kmm,,,"3MMQ456",,,,,,,AVAILABLE,2025-11-21 05:50:13.138,2025-11-21 05:50:13.138,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8m700dsskghhs2c5cyl,,,"2MEZ487",,,,,,,AVAILABLE,2025-11-21 05:50:13.227,2025-11-21 05:50:13.227,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8hb00axskgh1lmo4d41,,,"1MMX366",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8i900bbskgh6rf6o8f5,,,"3MMX416",,,,,,,AVAILABLE,2025-11-21 05:50:13.137,2025-11-21 05:50:13.137,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
cmi8fy8hf00b0skgh2qklay1o,,,"3MMX389",,,,,,,AVAILABLE,2025-11-21 05:50:13.053,2025-11-21 05:50:13.053,"18e3e5db-cf20-4eba-a198-98109170c02b",,,,,,,,,
